Date,Manufacturer,Category,Registrations
2023-06-19,Bajaj,2W,328
2023-06-19,Mahindra,4W,146
2023-06-19,Hero,2W,316
2023-06-19,Honda,4W,148
2023-06-19,Toyota,4W,161
2023-06-19,Hyundai,4W,173
2023-06-20,Toyota,4W,147
2023-06-20,Hyundai,4W,160
2023-06-20,Hero,2W,306
2023-06-20,Honda,4W,150
2023-06-20,Tata,4W,177
2023-06-20,Kia,4W,147
2023-06-20,Mahindra,4W,144
2023-06-20,Bajaj,2W,307
2023-06-20,TVS,2W,295
2023-06-20,Maruti,4W,154
2023-06-21,Toyota,4W,163
2023-06-21,Hyundai,4W,159
2023-06-21,Mahindra,4W,145
2023-06-21,TVS,2W,320
2023-06-21,Hero,2W,289
2023-06-21,Bajaj,2W,317
2023-06-21,Honda,4W,157
2023-06-21,Kia,4W,155
2023-06-21,Tata,4W,147
2023-06-22,Bajaj,2W,289
2023-06-22,Toyota,4W,170
2023-06-22,Tata,4W,156
2023-06-22,Honda,4W,146
2023-06-22,Hyundai,4W,165
2023-06-22,Hero,2W,322
2023-06-22,Maruti,4W,176
2023-06-22,TVS,2W,297
2023-06-23,Toyota,4W,158
2023-06-23,Hyundai,4W,159
2023-06-23,Honda,4W,143
2023-06-23,Bajaj,2W,309
2023-06-23,Hero,2W,311
2023-06-24,Hero,2W,291
2023-06-24,Tata,4W,172
2023-06-24,Kia,4W,166
2023-06-24,TVS,2W,319
2023-06-24,Mahindra,4W,164
2023-06-24,Maruti,4W,149
2023-06-24,Hyundai,4W,171
2023-06-25,Maruti,4W,156
2023-06-25,Tata,4W,146
2023-06-25,Bajaj,2W,300
2023-06-25,Toyota,4W,174
2023-06-25,Honda,4W,172
2023-06-25,TVS,2W,321
2023-06-25,Mahindra,4W,163
2023-06-25,Hyundai,4W,152
2023-06-26,Mahindra,4W,143
2023-06-26,Hero,2W,306
2023-06-26,Toyota,4W,167
2023-06-26,Tata,4W,166
2023-06-26,Bajaj,2W,317
2023-06-26,Kia,4W,172
2023-06-27,Hyundai,4W,160
2023-06-27,Hero,2W,313
2023-06-27,Tata,4W,155
2023-06-27,Bajaj,2W,299
2023-06-27,Honda,4W,166
2023-06-27,Kia,4W,145
2023-06-27,Maruti,4W,146
2023-06-27,Mahindra,4W,143
2023-06-27,Toyota,4W,160
2023-06-28,Mahindra,4W,137
2023-06-28,Toyota,4W,138
2023-06-28,TVS,2W,312
2023-06-28,Hero,2W,313
2023-06-28,Kia,4W,149
2023-06-28,Hyundai,4W,143
2023-06-29,Tata,4W,134
2023-06-29,Honda,4W,140
2023-06-29,Hero,2W,303
2023-06-29,TVS,2W,304
2023-06-29,Toyota,4W,143
2023-06-29,Mahindra,4W,141
2023-06-29,Maruti,4W,165
2023-06-29,Kia,4W,141
2023-06-30,Maruti,4W,142
2023-06-30,Tata,4W,131
2023-06-30,Kia,4W,138
2023-06-30,Mahindra,4W,143
2023-06-30,Honda,4W,145
2023-06-30,Bajaj,2W,288
2023-06-30,Hero,2W,290
2023-06-30,Hyundai,4W,135
2023-06-30,TVS,2W,299
2023-06-30,Toyota,4W,168
2023-07-01,Honda,4W,155
2023-07-01,Tata,4W,159
2023-07-01,Hero,2W,288
2023-07-01,Toyota,4W,160
2023-07-01,Maruti,4W,133
2023-07-01,Hyundai,4W,135
2023-07-01,TVS,2W,293
2023-07-02,Toyota,4W,158
2023-07-02,Mahindra,4W,140
2023-07-02,Hyundai,4W,145
2023-07-02,Hero,2W,309
2023-07-02,Bajaj,2W,304
2023-07-02,Kia,4W,169
2023-07-02,Tata,4W,140
2023-07-02,Maruti,4W,136
2023-07-03,Kia,4W,141
2023-07-03,Mahindra,4W,153
2023-07-03,Honda,4W,130
2023-07-03,TVS,2W,280
2023-07-03,Bajaj,2W,294
2023-07-03,Hyundai,4W,137
2023-07-04,Toyota,4W,129
2023-07-04,Maruti,4W,165
2023-07-04,TVS,2W,309
2023-07-04,Mahindra,4W,167
2023-07-04,Hyundai,4W,155
2023-07-04,Hero,2W,314
2023-07-04,Honda,4W,128
2023-07-04,Kia,4W,137
2023-07-05,Hero,2W,279
2023-07-05,Bajaj,2W,305
2023-07-05,Honda,4W,144
2023-07-05,Hyundai,4W,146
2023-07-05,TVS,2W,290
2023-07-05,Maruti,4W,160
2023-07-05,Kia,4W,157
2023-07-05,Mahindra,4W,166
2023-07-06,Bajaj,2W,279
2023-07-06,Honda,4W,148
2023-07-06,Hero,2W,293
2023-07-06,Mahindra,4W,162
2023-07-06,Tata,4W,143
2023-07-06,Kia,4W,140
2023-07-07,Hyundai,4W,136
2023-07-07,Honda,4W,133
2023-07-07,Maruti,4W,129
2023-07-07,Toyota,4W,152
2023-07-07,Hero,2W,315
2023-07-07,Tata,4W,163
2023-07-07,TVS,2W,305
2023-07-08,Hyundai,4W,128
2023-07-08,TVS,2W,286
2023-07-08,Toyota,4W,133
2023-07-08,Maruti,4W,137
2023-07-08,Tata,4W,150
2023-07-08,Honda,4W,162
2023-07-08,Hero,2W,287
2023-07-08,Bajaj,2W,313
2023-07-09,Mahindra,4W,125
2023-07-09,Honda,4W,133
2023-07-09,Hyundai,4W,145
2023-07-09,Toyota,4W,136
2023-07-09,Kia,4W,132
2023-07-09,Maruti,4W,156
2023-07-09,Bajaj,2W,287
2023-07-09,Hero,2W,293
2023-07-10,Mahindra,4W,154
2023-07-10,TVS,2W,280
2023-07-10,Hyundai,4W,125
2023-07-10,Honda,4W,134
2023-07-10,Tata,4W,142
2023-07-11,Mahindra,4W,151
2023-07-11,TVS,2W,283
2023-07-11,Hyundai,4W,136
2023-07-11,Hero,2W,289
2023-07-11,Bajaj,2W,299
2023-07-11,Tata,4W,144
2023-07-11,Toyota,4W,135
2023-07-11,Honda,4W,151
2023-07-11,Maruti,4W,154
2023-07-11,Kia,4W,136
2023-07-12,Hyundai,4W,146
2023-07-12,Kia,4W,145
2023-07-12,Honda,4W,140
2023-07-12,Tata,4W,123
2023-07-12,Mahindra,4W,143
2023-07-12,Hero,2W,291
2023-07-12,Maruti,4W,154
2023-07-12,Bajaj,2W,279
2023-07-13,Mahindra,4W,135
2023-07-13,Tata,4W,121
2023-07-13,TVS,2W,292
2023-07-13,Hero,2W,273
2023-07-13,Toyota,4W,158
2023-07-14,TVS,2W,270
2023-07-14,Kia,4W,146
2023-07-14,Hero,2W,296
2023-07-14,Toyota,4W,130
2023-07-14,Tata,4W,124
2023-07-14,Bajaj,2W,276
2023-07-14,Maruti,4W,138
2023-07-14,Honda,4W,148
2023-07-14,Hyundai,4W,134
2023-07-14,Mahindra,4W,154
2023-07-15,Bajaj,2W,270
2023-07-15,Hero,2W,291
2023-07-15,TVS,2W,291
2023-07-15,Toyota,4W,139
2023-07-15,Hyundai,4W,134
2023-07-15,Maruti,4W,127
2023-07-15,Tata,4W,131
2023-07-15,Kia,4W,146
2023-07-15,Mahindra,4W,145
2023-07-16,Kia,4W,130
2023-07-16,Hero,2W,307
2023-07-16,Honda,4W,132
2023-07-16,Tata,4W,121
2023-07-16,Hyundai,4W,150
2023-07-16,Bajaj,2W,291
2023-07-16,TVS,2W,303
2023-07-17,Honda,4W,134
2023-07-17,Hyundai,4W,146
2023-07-17,Tata,4W,153
2023-07-17,Hero,2W,286
2023-07-17,Kia,4W,141
2023-07-17,Maruti,4W,128
2023-07-17,Toyota,4W,137
2023-07-18,Kia,4W,116
2023-07-18,TVS,2W,282
2023-07-18,Hero,2W,290
2023-07-18,Mahindra,4W,123
2023-07-18,Tata,4W,120
2023-07-19,Hero,2W,279
2023-07-19,Kia,4W,116
2023-07-19,Toyota,4W,141
2023-07-19,Mahindra,4W,140
2023-07-19,Hyundai,4W,131
2023-07-19,Maruti,4W,130
2023-07-19,Honda,4W,141
2023-07-19,TVS,2W,281
2023-07-19,Tata,4W,129
2023-07-20,Mahindra,4W,137
2023-07-20,Maruti,4W,122
2023-07-20,Kia,4W,142
2023-07-20,TVS,2W,287
2023-07-20,Toyota,4W,118
2023-07-20,Hyundai,4W,128
2023-07-20,Tata,4W,143
2023-07-20,Bajaj,2W,265
2023-07-20,Honda,4W,118
2023-07-21,Bajaj,2W,282
2023-07-21,Tata,4W,137
2023-07-21,Hyundai,4W,137
2023-07-21,Toyota,4W,124
2023-07-21,Kia,4W,135
2023-07-22,Honda,4W,149
2023-07-22,Kia,4W,141
2023-07-22,Hyundai,4W,130
2023-07-22,Tata,4W,150
2023-07-22,Toyota,4W,151
2023-07-22,Maruti,4W,118
2023-07-23,Bajaj,2W,300
2023-07-23,Tata,4W,139
2023-07-23,TVS,2W,291
2023-07-23,Maruti,4W,148
2023-07-23,Hero,2W,264
2023-07-23,Mahindra,4W,126
2023-07-23,Toyota,4W,132
2023-07-23,Hyundai,4W,148
2023-07-24,Hero,2W,301
2023-07-24,Maruti,4W,133
2023-07-24,Toyota,4W,135
2023-07-24,Tata,4W,137
2023-07-24,TVS,2W,291
2023-07-24,Kia,4W,144
2023-07-24,Hyundai,4W,127
2023-07-24,Honda,4W,133
2023-07-25,Maruti,4W,149
2023-07-25,Hero,2W,283
2023-07-25,Kia,4W,142
2023-07-25,Mahindra,4W,132
2023-07-25,Toyota,4W,119
2023-07-26,Toyota,4W,124
2023-07-26,Hero,2W,291
2023-07-26,Honda,4W,115
2023-07-26,Hyundai,4W,130
2023-07-26,Mahindra,4W,142
2023-07-27,Bajaj,2W,277
2023-07-27,Toyota,4W,123
2023-07-27,TVS,2W,264
2023-07-27,Hero,2W,267
2023-07-27,Hyundai,4W,145
2023-07-27,Kia,4W,128
2023-07-27,Honda,4W,142
2023-07-27,Mahindra,4W,146
2023-07-28,Bajaj,2W,271
2023-07-28,TVS,2W,285
2023-07-28,Toyota,4W,131
2023-07-28,Mahindra,4W,120
2023-07-28,Kia,4W,119
2023-07-28,Hero,2W,276
2023-07-29,Maruti,4W,143
2023-07-29,Bajaj,2W,286
2023-07-29,Toyota,4W,124
2023-07-29,Honda,4W,111
2023-07-29,Mahindra,4W,136
2023-07-29,Kia,4W,111
2023-07-29,Hyundai,4W,117
2023-07-29,Hero,2W,282
2023-07-29,Tata,4W,138
2023-07-30,Kia,4W,131
2023-07-30,Honda,4W,124
2023-07-30,Tata,4W,107
2023-07-30,Mahindra,4W,145
2023-07-30,TVS,2W,259
2023-07-30,Toyota,4W,110
2023-07-30,Hero,2W,293
2023-07-31,Honda,4W,124
2023-07-31,Maruti,4W,135
2023-07-31,Mahindra,4W,110
2023-07-31,Kia,4W,136
2023-07-31,Bajaj,2W,262
2023-07-31,TVS,2W,274
2023-07-31,Tata,4W,136
2023-08-01,Toyota,4W,140
2023-08-01,Tata,4W,131
2023-08-01,Bajaj,2W,265
2023-08-01,Mahindra,4W,109
2023-08-01,Kia,4W,121
2023-08-01,Maruti,4W,111
2023-08-01,Hyundai,4W,131
2023-08-01,Hero,2W,269
2023-08-02,Tata,4W,122
2023-08-02,Honda,4W,120
2023-08-02,Bajaj,2W,287
2023-08-02,Hero,2W,283
2023-08-02,Hyundai,4W,143
2023-08-02,Maruti,4W,114
2023-08-02,Kia,4W,113
2023-08-02,Mahindra,4W,135
2023-08-02,Toyota,4W,132
2023-08-02,TVS,2W,257
2023-08-03,Kia,4W,141
2023-08-03,Maruti,4W,133
2023-08-03,Tata,4W,130
2023-08-03,Hero,2W,292
2023-08-03,Mahindra,4W,118
2023-08-03,Toyota,4W,129
2023-08-03,Hyundai,4W,104
2023-08-03,TVS,2W,257
2023-08-03,Bajaj,2W,282
2023-08-03,Honda,4W,104
2023-08-04,Kia,4W,123
2023-08-04,Honda,4W,115
2023-08-04,Bajaj,2W,261
2023-08-04,Mahindra,4W,113
2023-08-04,Maruti,4W,113
2023-08-04,Hero,2W,258
2023-08-04,TVS,2W,253
2023-08-05,Maruti,4W,116
2023-08-05,Hyundai,4W,107
2023-08-05,Mahindra,4W,138
2023-08-05,Tata,4W,134
2023-08-05,Kia,4W,136
2023-08-05,Bajaj,2W,259
2023-08-05,Honda,4W,112
2023-08-05,Hero,2W,269
2023-08-05,TVS,2W,282
2023-08-05,Toyota,4W,123
2023-08-06,Mahindra,4W,129
2023-08-06,Tata,4W,134
2023-08-06,Kia,4W,138
2023-08-06,Hyundai,4W,131
2023-08-06,Hero,2W,259
2023-08-06,Toyota,4W,102
2023-08-06,Bajaj,2W,263
2023-08-06,Honda,4W,106
2023-08-07,Kia,4W,129
2023-08-07,Mahindra,4W,102
2023-08-07,Honda,4W,109
2023-08-07,Tata,4W,117
2023-08-07,Toyota,4W,136
2023-08-07,Hyundai,4W,117
2023-08-07,Hero,2W,262
2023-08-07,TVS,2W,270
2023-08-07,Maruti,4W,103
2023-08-07,Bajaj,2W,254
2023-08-08,Hero,2W,265
2023-08-08,Mahindra,4W,129
2023-08-08,Honda,4W,133
2023-08-08,Bajaj,2W,250
2023-08-08,Tata,4W,123
2023-08-09,Hero,2W,276
2023-08-09,Honda,4W,121
2023-08-09,Hyundai,4W,109
2023-08-09,Tata,4W,130
2023-08-09,Kia,4W,126
2023-08-10,Maruti,4W,125
2023-08-10,Mahindra,4W,123
2023-08-10,TVS,2W,279
2023-08-10,Hyundai,4W,109
2023-08-10,Honda,4W,118
2023-08-10,Toyota,4W,134
2023-08-10,Hero,2W,265
2023-08-10,Kia,4W,109
2023-08-11,Hyundai,4W,134
2023-08-11,Maruti,4W,132
2023-08-11,Honda,4W,101
2023-08-11,Mahindra,4W,113
2023-08-11,TVS,2W,263
2023-08-11,Kia,4W,118
2023-08-11,Hero,2W,273
2023-08-11,Toyota,4W,133
2023-08-11,Bajaj,2W,266
2023-08-11,Tata,4W,114
2023-08-12,Hero,2W,249
2023-08-12,Kia,4W,114
2023-08-12,Tata,4W,137
2023-08-12,Bajaj,2W,285
2023-08-12,Maruti,4W,118
2023-08-12,Mahindra,4W,106
2023-08-12,Hyundai,4W,110
2023-08-12,Honda,4W,108
2023-08-12,Toyota,4W,113
2023-08-13,Honda,4W,120
2023-08-13,Bajaj,2W,249
2023-08-13,Mahindra,4W,126
2023-08-13,Maruti,4W,109
2023-08-13,Kia,4W,115
2023-08-13,TVS,2W,253
2023-08-13,Toyota,4W,105
2023-08-14,Tata,4W,126
2023-08-14,Maruti,4W,128
2023-08-14,Mahindra,4W,109
2023-08-14,Bajaj,2W,261
2023-08-14,Honda,4W,106
2023-08-14,Kia,4W,128
2023-08-14,Hyundai,4W,102
2023-08-15,TVS,2W,262
2023-08-15,Toyota,4W,126
2023-08-15,Mahindra,4W,107
2023-08-15,Hero,2W,268
2023-08-15,Honda,4W,100
2023-08-15,Hyundai,4W,131
2023-08-15,Bajaj,2W,281
2023-08-15,Maruti,4W,98
2023-08-15,Tata,4W,119
2023-08-16,Hero,2W,265
2023-08-16,Tata,4W,112
2023-08-16,Toyota,4W,97
2023-08-16,TVS,2W,276
2023-08-16,Bajaj,2W,254
2023-08-17,Toyota,4W,97
2023-08-17,Hyundai,4W,104
2023-08-17,Maruti,4W,117
2023-08-17,Honda,4W,112
2023-08-17,Hero,2W,245
2023-08-17,Bajaj,2W,279
2023-08-17,Tata,4W,125
2023-08-17,TVS,2W,245
2023-08-17,Kia,4W,97
2023-08-18,Bajaj,2W,269
2023-08-18,Hyundai,4W,97
2023-08-18,Hero,2W,257
2023-08-18,Toyota,4W,120
2023-08-18,Mahindra,4W,126
2023-08-18,Honda,4W,115
2023-08-18,Maruti,4W,96
2023-08-19,Hero,2W,277
2023-08-19,Hyundai,4W,130
2023-08-19,Maruti,4W,116
2023-08-19,Toyota,4W,103
2023-08-19,Tata,4W,121
2023-08-19,TVS,2W,245
2023-08-19,Kia,4W,93
2023-08-19,Mahindra,4W,111
2023-08-19,Honda,4W,114
2023-08-20,Hero,2W,254
2023-08-20,Honda,4W,130
2023-08-20,Hyundai,4W,131
2023-08-20,Kia,4W,125
2023-08-20,TVS,2W,275
2023-08-20,Mahindra,4W,121
2023-08-20,Toyota,4W,97
2023-08-20,Tata,4W,98
2023-08-20,Bajaj,2W,273
2023-08-20,Maruti,4W,108
2023-08-21,Toyota,4W,125
2023-08-21,Honda,4W,119
2023-08-21,Bajaj,2W,260
2023-08-21,Tata,4W,114
2023-08-21,Kia,4W,123
2023-08-22,Hero,2W,263
2023-08-22,Bajaj,2W,264
2023-08-22,Toyota,4W,121
2023-08-22,Mahindra,4W,109
2023-08-22,Honda,4W,123
2023-08-22,Tata,4W,98
2023-08-22,Kia,4W,124
2023-08-22,TVS,2W,246
2023-08-22,Hyundai,4W,119
2023-08-23,Tata,4W,124
2023-08-23,Honda,4W,116
2023-08-23,TVS,2W,241
2023-08-23,Toyota,4W,94
2023-08-23,Maruti,4W,129
2023-08-23,Kia,4W,116
2023-08-23,Hyundai,4W,123
2023-08-23,Bajaj,2W,273
2023-08-23,Mahindra,4W,98
2023-08-24,Maruti,4W,102
2023-08-24,Mahindra,4W,91
2023-08-24,Tata,4W,99
2023-08-24,TVS,2W,243
2023-08-24,Toyota,4W,116
2023-08-24,Hyundai,4W,99
2023-08-24,Bajaj,2W,256
2023-08-24,Hero,2W,264
2023-08-25,Toyota,4W,110
2023-08-25,Mahindra,4W,108
2023-08-25,TVS,2W,264
2023-08-25,Honda,4W,111
2023-08-25,Kia,4W,100
2023-08-25,Hero,2W,272
2023-08-26,TVS,2W,241
2023-08-26,Tata,4W,108
2023-08-26,Bajaj,2W,259
2023-08-26,Toyota,4W,118
2023-08-26,Maruti,4W,95
2023-08-26,Kia,4W,106
2023-08-26,Hyundai,4W,114
2023-08-26,Hero,2W,277
2023-08-26,Mahindra,4W,93
2023-08-27,Kia,4W,125
2023-08-27,Hero,2W,271
2023-08-27,Maruti,4W,115
2023-08-27,TVS,2W,242
2023-08-27,Toyota,4W,110
2023-08-27,Hyundai,4W,114
2023-08-27,Bajaj,2W,270
2023-08-27,Honda,4W,112
2023-08-27,Tata,4W,123
2023-08-27,Mahindra,4W,125
2023-08-28,Tata,4W,108
2023-08-28,TVS,2W,252
2023-08-28,Kia,4W,121
2023-08-28,Hyundai,4W,98
2023-08-28,Mahindra,4W,104
2023-08-29,Hyundai,4W,104
2023-08-29,Honda,4W,95
2023-08-29,Bajaj,2W,253
2023-08-29,Toyota,4W,105
2023-08-29,Hero,2W,270
2023-08-29,Kia,4W,88
2023-08-29,Tata,4W,99
2023-08-29,Maruti,4W,93
2023-08-29,TVS,2W,242
2023-08-29,Mahindra,4W,103
2023-08-30,Hero,2W,262
2023-08-30,Bajaj,2W,242
2023-08-30,Honda,4W,127
2023-08-30,Mahindra,4W,106
2023-08-30,Kia,4W,105
2023-08-30,Toyota,4W,118
2023-08-31,Mahindra,4W,111
2023-08-31,Kia,4W,118
2023-08-31,TVS,2W,274
2023-08-31,Tata,4W,108
2023-08-31,Maruti,4W,102
2023-09-01,Honda,4W,89
2023-09-01,Hyundai,4W,121
2023-09-01,Toyota,4W,119
2023-09-01,Mahindra,4W,108
2023-09-01,Bajaj,2W,245
2023-09-01,TVS,2W,254
2023-09-01,Tata,4W,115
2023-09-01,Hero,2W,275
2023-09-02,Kia,4W,108
2023-09-02,TVS,2W,274
2023-09-02,Honda,4W,115
2023-09-02,Bajaj,2W,258
2023-09-02,Tata,4W,112
2023-09-02,Toyota,4W,95
2023-09-02,Hyundai,4W,110
2023-09-03,Toyota,4W,94
2023-09-03,Mahindra,4W,87
2023-09-03,TVS,2W,267
2023-09-03,Tata,4W,107
2023-09-03,Maruti,4W,98
2023-09-03,Hero,2W,243
2023-09-03,Kia,4W,86
2023-09-03,Honda,4W,102
2023-09-03,Hyundai,4W,97
2023-09-04,Hero,2W,241
2023-09-04,Mahindra,4W,110
2023-09-04,Hyundai,4W,104
2023-09-04,Maruti,4W,101
2023-09-04,Honda,4W,106
2023-09-04,TVS,2W,237
2023-09-04,Toyota,4W,95
2023-09-04,Tata,4W,101
2023-09-05,Kia,4W,89
2023-09-05,Honda,4W,97
2023-09-05,Maruti,4W,85
2023-09-05,Tata,4W,107
2023-09-05,Toyota,4W,124
2023-09-05,Bajaj,2W,237
2023-09-05,Mahindra,4W,87
2023-09-05,TVS,2W,241
2023-09-05,Hyundai,4W,120
2023-09-06,Mahindra,4W,122
2023-09-06,Honda,4W,124
2023-09-06,Maruti,4W,85
2023-09-06,TVS,2W,263
2023-09-06,Bajaj,2W,244
2023-09-06,Hyundai,4W,112
2023-09-06,Toyota,4W,115
2023-09-07,Hyundai,4W,110
2023-09-07,Kia,4W,100
2023-09-07,Bajaj,2W,270
2023-09-07,Hero,2W,267
2023-09-07,Toyota,4W,104
2023-09-07,Maruti,4W,97
2023-09-07,Honda,4W,117
2023-09-08,Maruti,4W,113
2023-09-08,Hero,2W,252
2023-09-08,Hyundai,4W,114
2023-09-08,TVS,2W,264
2023-09-08,Tata,4W,92
2023-09-08,Bajaj,2W,246
2023-09-08,Mahindra,4W,97
2023-09-08,Toyota,4W,93
2023-09-08,Honda,4W,114
2023-09-09,Mahindra,4W,102
2023-09-09,TVS,2W,234
2023-09-09,Tata,4W,123
2023-09-09,Maruti,4W,115
2023-09-09,Bajaj,2W,255
2023-09-09,Kia,4W,112
2023-09-09,Hero,2W,235
2023-09-09,Hyundai,4W,123
2023-09-09,Toyota,4W,121
2023-09-10,Kia,4W,85
2023-09-10,Hyundai,4W,99
2023-09-10,TVS,2W,264
2023-09-10,Bajaj,2W,239
2023-09-10,Toyota,4W,104
2023-09-10,Mahindra,4W,109
2023-09-10,Hero,2W,252
2023-09-11,Maruti,4W,84
2023-09-11,Toyota,4W,107
2023-09-11,Honda,4W,84
2023-09-11,Tata,4W,83
2023-09-11,Hyundai,4W,118
2023-09-11,Kia,4W,94
2023-09-11,Mahindra,4W,91
2023-09-11,Bajaj,2W,268
2023-09-12,Mahindra,4W,100
2023-09-12,Tata,4W,98
2023-09-12,Hero,2W,247
2023-09-12,Honda,4W,90
2023-09-12,Bajaj,2W,245
2023-09-13,TVS,2W,255
2023-09-13,Kia,4W,111
2023-09-13,Mahindra,4W,104
2023-09-13,Hero,2W,233
2023-09-13,Tata,4W,111
2023-09-13,Toyota,4W,87
2023-09-13,Hyundai,4W,117
2023-09-14,Mahindra,4W,88
2023-09-14,Hero,2W,240
2023-09-14,Hyundai,4W,118
2023-09-14,Maruti,4W,107
2023-09-14,Bajaj,2W,272
2023-09-14,TVS,2W,239
2023-09-15,Hyundai,4W,100
2023-09-15,Bajaj,2W,264
2023-09-15,Mahindra,4W,85
2023-09-15,Maruti,4W,84
2023-09-15,TVS,2W,258
2023-09-15,Kia,4W,116
2023-09-15,Hero,2W,259
2023-09-15,Toyota,4W,87
2023-09-15,Tata,4W,87
2023-09-15,Honda,4W,104
2023-09-16,Toyota,4W,112
2023-09-16,Mahindra,4W,109
2023-09-16,Honda,4W,109
2023-09-16,Tata,4W,111
2023-09-16,Bajaj,2W,249
2023-09-16,Hyundai,4W,108
2023-09-16,TVS,2W,266
2023-09-16,Kia,4W,107
2023-09-16,Hero,2W,270
2023-09-16,Maruti,4W,99
2023-09-17,TVS,2W,263
2023-09-17,Toyota,4W,99
2023-09-17,Maruti,4W,98
2023-09-17,Hyundai,4W,115
2023-09-17,Mahindra,4W,120
2023-09-18,Honda,4W,85
2023-09-18,Hyundai,4W,106
2023-09-18,Maruti,4W,113
2023-09-18,Bajaj,2W,251
2023-09-18,Hero,2W,262
2023-09-18,Mahindra,4W,85
2023-09-19,Mahindra,4W,98
2023-09-19,Bajaj,2W,245
2023-09-19,Hyundai,4W,116
2023-09-19,TVS,2W,244
2023-09-19,Tata,4W,116
2023-09-19,Maruti,4W,83
2023-09-19,Hero,2W,244
2023-09-19,Honda,4W,97
2023-09-19,Kia,4W,99
2023-09-19,Toyota,4W,88
2023-09-20,Honda,4W,117
2023-09-20,Hero,2W,232
2023-09-20,Tata,4W,93
2023-09-20,Kia,4W,120
2023-09-20,TVS,2W,261
2023-09-20,Maruti,4W,96
2023-09-20,Hyundai,4W,86
2023-09-20,Toyota,4W,108
2023-09-20,Bajaj,2W,262
2023-09-21,Kia,4W,120
2023-09-21,Toyota,4W,83
2023-09-21,Tata,4W,97
2023-09-21,Honda,4W,82
2023-09-21,Hero,2W,245
2023-09-21,Maruti,4W,109
2023-09-21,Mahindra,4W,102
2023-09-21,Bajaj,2W,234
2023-09-22,Kia,4W,93
2023-09-22,TVS,2W,265
2023-09-22,Hero,2W,246
2023-09-22,Maruti,4W,95
2023-09-22,Honda,4W,98
2023-09-23,Toyota,4W,108
2023-09-23,Kia,4W,119
2023-09-23,Hyundai,4W,118
2023-09-23,TVS,2W,239
2023-09-23,Mahindra,4W,92
2023-09-23,Hero,2W,245
2023-09-23,Honda,4W,101
2023-09-23,Tata,4W,115
2023-09-23,Bajaj,2W,263
2023-09-24,Toyota,4W,96
2023-09-24,Hyundai,4W,105
2023-09-24,Hero,2W,253
2023-09-24,TVS,2W,258
2023-09-24,Maruti,4W,96
2023-09-24,Mahindra,4W,118
2023-09-24,Kia,4W,91
2023-09-25,Mahindra,4W,109
2023-09-25,Toyota,4W,118
2023-09-25,Tata,4W,113
2023-09-25,Hyundai,4W,87
2023-09-25,Kia,4W,92
2023-09-25,Bajaj,2W,261
2023-09-25,Hero,2W,262
2023-09-26,Kia,4W,120
2023-09-26,Toyota,4W,113
2023-09-26,Hyundai,4W,100
2023-09-26,Bajaj,2W,244
2023-09-26,Hero,2W,266
2023-09-26,TVS,2W,235
2023-09-26,Maruti,4W,103
2023-09-26,Tata,4W,95
2023-09-26,Honda,4W,86
2023-09-26,Mahindra,4W,113
2023-09-27,Bajaj,2W,260
2023-09-27,Tata,4W,90
2023-09-27,Mahindra,4W,99
2023-09-27,Kia,4W,109
2023-09-27,Maruti,4W,82
2023-09-27,TVS,2W,266
2023-09-27,Hyundai,4W,99
2023-09-28,Kia,4W,87
2023-09-28,Maruti,4W,116
2023-09-28,Honda,4W,109
2023-09-28,TVS,2W,254
2023-09-28,Mahindra,4W,119
2023-09-28,Hyundai,4W,84
2023-09-29,Maruti,4W,117
2023-09-29,Mahindra,4W,107
2023-09-29,Tata,4W,110
2023-09-29,Hyundai,4W,110
2023-09-29,Hero,2W,233
2023-09-29,Bajaj,2W,237
2023-09-29,Toyota,4W,89
2023-09-29,TVS,2W,243
2023-09-29,Honda,4W,95
2023-09-30,TVS,2W,265
2023-09-30,Toyota,4W,88
2023-09-30,Honda,4W,109
2023-09-30,Maruti,4W,111
2023-09-30,Hyundai,4W,110
2023-09-30,Mahindra,4W,102
2023-09-30,Hero,2W,251
2023-09-30,Bajaj,2W,242
2023-09-30,Tata,4W,91
2023-09-30,Kia,4W,82
2023-10-01,Kia,4W,100
2023-10-01,Hero,2W,255
2023-10-01,Maruti,4W,110
2023-10-01,Toyota,4W,98
2023-10-01,Mahindra,4W,91
2023-10-01,Honda,4W,109
2023-10-02,Kia,4W,111
2023-10-02,Tata,4W,107
2023-10-02,Hyundai,4W,82
2023-10-02,Bajaj,2W,244
2023-10-02,Toyota,4W,84
2023-10-03,Bajaj,2W,240
2023-10-03,Kia,4W,103
2023-10-03,Maruti,4W,83
2023-10-03,Hero,2W,262
2023-10-03,Honda,4W,100
2023-10-04,Honda,4W,88
2023-10-04,Hero,2W,237
2023-10-04,Maruti,4W,86
2023-10-04,TVS,2W,241
2023-10-04,Kia,4W,98
2023-10-04,Hyundai,4W,109
2023-10-05,TVS,2W,231
2023-10-05,Maruti,4W,106
2023-10-05,Mahindra,4W,95
2023-10-05,Bajaj,2W,263
2023-10-05,Hero,2W,267
2023-10-06,Hyundai,4W,112
2023-10-06,Bajaj,2W,242
2023-10-06,Kia,4W,93
2023-10-06,Honda,4W,108
2023-10-06,TVS,2W,231
2023-10-06,Toyota,4W,86
2023-10-06,Tata,4W,88
2023-10-07,Tata,4W,101
2023-10-07,Maruti,4W,117
